#.t	H2O	S_ALK	S_I	S_ND	S_NH	S_NO	S_O	S_S	X_BA	X_BH	X_I	X_ND	X_P	X_S
#d	m3/d	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3
12.21875	12552	30	30	4.116553	20.82047	0.001	0.001	41.16553	0.001	15.017	17.891	5.645	0.001	117.261
12.22917	12755	30	30	4.186465	21.16834	0.001	0.001	41.86465	0.001	14.889	17.965	5.597	0.001	116.036
12.23958	12749	30	30	4.242395	21.6136	0.001	0.001	42.42395	0.001	14.736	17.774	5.54	0.001	114.852
12.25	12030	30	30	4.394649	22.1354	0.001	0.001	43.94649	0.001	14.689	16.925	5.522	0.001	115.278
12.26042	12046	30	30	4.877432	24.68178	0.001	0.001	48.77431	0.001	14.71	16.968	5.53	0.001	115.427
12.27083	11668	30	30	5.988648	29.65625	0.001	0.001	59.88648	0.001	14.533	16.352	5.464	0.001	114.447
12.28125	11810	30	30	7.146084	34.24807	0.001	0.001	71.46084	0.001	14.401	16.355	5.414	0.001	113.252
12.29167	11692	30	30	8.000567	37.93544	0.001	0.001	80.00567	0.001	14.392	16.218	5.41	0.001	113.309
12.30208	11778	30	30	9.490087	43.39692	0.001	0.001	94.90087	0.001	14.431	16.355	5.425	0.001	113.521
12.3125	11994	30	30	10.57761	46.61468	0.001	0.001	105.7761	0.001	14.312	16.453	5.381	0.001	112.357
12.32292	12294	30	30	11.52104	49.24802	0.001	0.001	115.2104	0.001	14.254	16.707	5.359	0.001	111.58
12.33333	12280	30	30	12.0011	49.99941	0.001	0.001	120.011	0.001	14.21	16.64	5.342	0.001	111.253
12.34375	12162	30	30	11.89701	49.24802	0.001	0.001	118.9701	0.001	14.132	16.424	5.313	0.001	110.764
12.35417	12640	30	30	11.21109	45.74154	0.001	0.001	112.1109	0.001	14.281	17.109	5.369	0.001	111.424
12.36458	12962	30	30	10.24553	40.85751	0.001	0.001	102.4553	0.001	14.316	17.496	5.382	0.001	111.346
12.375	14903	30	30	9.481154	39.03469	0.001	0.001	94.81153	0.001	14.322	19.589	5.384	0.001	109.312
12.38542	14903	30	30	8.837961	36.8501	0.001	0.001	88.37961	0.001	14.824	20.275	5.573	0.001	113.141
12.39583	17608	30	30	8.12874	34.24807	0.001	0.001	81.2874	0.001	16.422	25.792	6.174	0.001	122.006
12.40625	19748	30	30	7.57721	32.16088	0.001	0.001	75.7721	0.001	17.866	30.927	6.717	0.001	129.866
12.41667	19370	30	30	7.037332	30.77985	0.001	0.001	70.37332	0.001	19.302	32.866	7.256	0.001	140.849
12.42708	20596	30	30	6.827595	29.79539	0.001	0.001	68.27595	0.001	21.001	37.69	7.895	0.001	151.318
12.4375	21592	30	30	6.703307	29.23881	0.001	0.001	67.03307	0.001	22.882	42.776	8.602	0.001	163.166
12.44792	22891	30	30	6.676507	28.52221	0.001	0.001	66.76507	0.001	24.939	49.05	9.375	0.001	175.399
12.45833	23068	30	30	6.707967	27.95867	0.001	0.001	67.07967	0.001	26.729	52.926	10.049	0.001	187.636
12.46875	23077	30	30	6.808952	28.12564	0.001	0.001	68.08952	0.001	28.201	55.859	10.602	0.001	197.949
12.47917	22905	30	30	6.872261	27.55166	0.001	0.001	68.72261	0.001	29.441	57.937	11.068	0.001	207.034
12.48958	20762	30	30	6.831479	27.4647	0.001	0.001	68.31479	0.001	30.431	54.993	11.44	0.001	218.884
12.5	20005	30	30	6.516874	26.45589	0.001	0.001	65.16874	0.001	31.089	54.419	11.688	0.001	225.386
12.51042	20005	30	30	6.164516	26.1776	0.001	0.001	61.64516	0.001	30.839	53.981	11.594	0.001	223.571
12.52083	19379	30	30	5.976219	26.28891	0.001	0.001	59.76219	0.001	30.483	51.925	11.46	0.001	222.419
12.53125	19339	30	30	5.894655	26.78984	0.001	0.001	58.94655	0.001	30.111	51.203	11.32	0.001	219.799
12.54167	17601	30	30	5.938933	27.29076	0.001	0.001	59.38933	0.001	29.762	46.728	11.189	0.001	221.13
12.55208	19939	30	30	6.021274	27.12379	0.001	0.001	60.21274	0.001	29.427	51.363	11.063	0.001	213.477
12.5625	19576	30	30	6.242663	27.42295	0.001	0.001	62.42662	0.001	28.814	49.509	10.832	0.001	209.818
12.57292	18681	30	30	6.586786	28.33436	0.001	0.001	65.86786	0.001	28.814	47.574	10.832	0.001	211.753
12.58333	18173	30	30	6.561928	28.2787	0.001	0.001	65.61928	0.001	28.598	46.129	10.751	0.001	211.257
12.59375	16574	30	30	6.400353	27.7082	0.001	0.001	64.00353	0.001	28.262	42.196	10.625	0.001	212.159
12.60417	15545	30	30	5.954469	26.68548	0.001	0.001	59.54469	0.001	27.781	39.336	10.444	0.001	210.695
12.61458	19259	30	30	5.834064	26.57068	0.001	0.001	58.34064	0.001	27.338	46.323	10.278	0.001	199.722
12.625	17980	30	30	5.733857	26.62286	0.001	0.001	57.33857	0.001	26.986	43.137	10.145	0.001	199.735
12.63542	17030	30	30	5.86902	27.4647	0.001	0.001	58.6902	0.001	26.568	40.576	9.988	0.001	198.534
12.64583	17669	30	30	6.046908	28.33436	0.001	0.001	60.46908	0.001	26.281	41.397	9.88	0.001	195.135
12.65625	15264	30	30	6.325004	29.26664	0.001	0.001	63.25004	0.001	25.906	36.135	9.739	0.001	197.022
12.66667	14826	30	30	6.237225	30.63027	0.001	0.001	62.37225	0.001	25.532	34.773	9.599	0.001	195.015
12.67708	15846	30	30	6.221689	30.58853	0.001	0.001	62.21689	0.001	25.143	36.166	9.452	0.001	190.118
12.6875	15819	30	30	6.201492	28.16043	0.001	0.001	62.01492	0.001	24.688	35.462	9.281	0.001	186.729
12.69792	16069	30	30	6.641162	29.79539	0.001	0.001	66.41162	0.001	24.246	35.283	9.115	0.001	182.933
12.70833	15719	30	30	6.718843	29.82322	0.001	0.001	67.18843	0.001	23.808	34.019	8.95	0.001	180.252
12.71875	15418	30	30	6.847015	30.30328	0.001	0.001	68.47015	0.001	23.415	32.93	8.803	0.001	177.806
12.72917	15266	30	30	7.188808	32.13305	0.001	0.001	71.88808	0.001	23.073	32.186	8.674	0.001	175.473
12.73958	15459	30	30	7.564393	33.77149	0.001	0.001	75.64392	0.001	22.957	32.356	8.63	0.001	174.255
12.75	15528	30	30	7.744222	34.30373	0.001	0.001	77.44222	0.001	23.483	33.218	8.828	0.001	178.126
12.76042	15531	30	30	8.008335	35.63953	0.001	0.001	80.08335	0.001	23.678	33.501	8.902	0.001	179.604
12.77083	15524	30	30	8.260408	36.06393	0.001	0.001	82.60408	0.001	23.958	33.883	9.007	0.001	181.741
12.78125	18062	30	30	8.383531	35.93174	0.001	0.001	83.83531	0.001	23.98	38.48	9.015	0.001	177.343
12.79167	17708	30	30	8.421983	35.45168	0.001	0.001	84.21983	0.001	23.767	37.508	8.935	0.001	176.399
12.80208	17440	30	30	8.3377	35.69519	0.001	0.001	83.377	0.001	23.164	36.088	8.708	0.001	172.383
12.8125	17701	30	30	8.199584	35.62561	0.001	0.001	81.99584	0.001	22.892	36.114	8.606	0.001	169.912
12.82292	15656	30	30	8.014161	35.37863	0.001	0.001	80.14161	0.001	23.371	33.285	8.786	0.001	177.054
12.83333	16676	30	30	7.775295	34.9438	0.001	0.001	77.75294	0.001	23.955	35.949	9.006	0.001	179.645
12.84375	18646	30	30	7.562451	34.14371	0.001	0.001	75.6245	0.001	24.378	40.185	9.165	0.001	179.215
12.85417	17726	30	30	7.187255	32.70355	0.001	0.001	71.87255	0.001	25.068	39.594	9.424	0.001	186.021
12.86458	17889	30	30	6.945669	31.46515	0.001	0.001	69.45669	0.001	24.932	39.684	9.373	0.001	184.706
12.875	17311	30	30	6.749915	30.68245	0.001	0.001	67.49915	0.001	24.449	37.854	9.191	0.001	182.186
12.88542	15773	30	30	6.363455	30.24762	0.001	0.001	63.63455	0.001	24.484	35.084	9.204	0.001	185.269
12.89583	19830	30	30	6.167313	30.21283	0.001	0.001	61.67313	0.001	25.552	44.39	9.606	0.001	185.578
12.90625	18631	30	30	6.171973	31.04771	0.001	0.001	61.71973	0.001	25.865	42.609	9.724	0.001	190.176
12.91667	18051	30	30	6.216018	31.67387	0.001	0.001	62.16018	0.001	26.08	41.829	9.805	0.001	192.894
12.92708	17665	30	30	6.457526	33.15925	0.001	0.001	64.57526	0.001	26.362	41.517	9.91	0.001	195.74
12.9375	14880	30	30	6.784871	35.11773	0.001	0.001	67.84871	0.001	26.032	35.559	9.786	0.001	198.727
12.94792	19617	30	30	7.214054	37.86587	0.001	0.001	72.14054	0.001	26.914	46.327	10.118	0.001	195.901
12.95833	18161	30	30	7.247069	37.86587	0.001	0.001	72.47069	0.001	27.291	43.994	10.26	0.001	201.624
12.96875	18646	30	30	6.97643	36.8501	0.001	0.001	69.7643	0.001	27.422	45.203	10.309	0.001	201.592
12.97917	17683	30	30	6.749915	36.47441	0.001	0.001	67.49915	0.001	27.412	43.208	10.305	0.001	203.502
12.98958	16297	30	30	6.283833	34.38721	0.001	0.001	62.83833	0.001	27.27	40.148	10.252	0.001	205.28
13	15388	30	30	6.224019	34.67942	0.001	0.001	62.24019	0.001	26.709	37.502	10.041	0.001	202.88
13.01042	15534	30	30	5.374197	32.06695	0.001	0.001	53.74197	0.001	26.308	37.228	9.89	0.001	199.543
13.02083	15779	30	30	5.444886	29.89975	0.001	0.001	54.44886	0.001	23.703	33.977	8.911	0.001	179.349
13.03125	18281	30	30	5.006769	27.06813	0.001	0.001	50.06769	0.001	24.281	39.36	9.128	0.001	179.165
13.04167	17472	30	30	4.635457	24.70265	0.001	0.001	46.35457	0.001	24.395	38.067	9.171	0.001	181.492
13.05208	18215	30	30	4.435819	23.38772	0.001	0.001	44.35819	0.001	24.736	39.975	9.299	0.001	182.646
13.0625	18130	30	30	4.257931	22.19802	0.001	0.001	42.57931	0.001	24.965	40.189	9.385	0.001	184.499
13.07292	13548	30	30	4.000033	20.31607	0.001	0.001	40.00033	0.001	23.612	29.896	8.877	0.001	182.61
13.08333	13661	30	30	4.038873	20.54218	0.001	0.001	40.38873	0.001	22.692	28.923	8.531	0.001	175.302
13.09375	13676	30	30	4.077713	20.71611	0.001	0.001	40.77713	0.001	21.982	28.042	8.264	0.001	169.799
13.10417	13339	30	30	4.046641	20.7509	0.001	0.001	40.46641	0.001	21.293	26.625	8.005	0.001	165.008
13.11458	13075	30	30	4.083539	20.66393	0.001	0.001	40.83539	0.001	20.641	25.401	7.76	0.001	160.371
13.125	12042	30	30	4.046641	20.61175	0.001	0.001	40.46641	0.001	19.962	23.019	7.504	0.001	156.638
13.13542	12042	30	30	4.050525	20.54218	0.001	0.001	40.50525	0.001	19.216	22.159	7.224	0.001	150.784
13.14583	11397	30	30	4.052467	20.43782	0.001	0.001	40.52467	0.001	18.406	20.333	6.919	0.001	145.317
13.15625	11220	30	30	4.031105	20.40303	0.001	0.001	40.31105	0.001	17.691	19.31	6.651	0.001	139.913
13.16667	10898	30	30	4.011685	20.15953	0.001	0.001	40.11685	0.001	16.999	18.143	6.391	0.001	134.847
13.17708	10627	30	30	4.004694	20.02734	0.001	0.001	40.04693	0.001	16.339	17.108	6.143	0.001	129.947
13.1875	11347	30	30	4.034212	19.99951	0.001	0.001	40.34212	0.001	15.996	17.612	6.014	0.001	126.355
13.19792	10876	30	30	4.058293	20.10039	0.001	0.001	40.58293	0.001	15.543	16.565	5.843	0.001	123.324
13.20833	11186	30	30	4.089365	20.40303	0.001	0.001	40.89365	0.001	15.243	16.598	5.73	0.001	120.588
13.21875	11343	30	30	4.116553	20.82047	0.001	0.001	41.16553	0.001	15.017	16.529	5.645	0.001	118.623
13.22917	11624	30	30	4.186465	21.16834	0.001	0.001	41.86465	0.001	14.889	16.702	5.597	0.001	117.299
13.23958	11522	30	30	4.242395	21.6136	0.001	0.001	42.42395	0.001	14.736	16.418	5.54	0.001	116.208
13.25	11844	30	30	4.394649	22.1354	0.001	0.001	43.94649	0.001	14.689	16.721	5.522	0.001	115.483
13.26042	12105	30	30	4.877432	24.68178	0.001	0.001	48.77431	0.001	14.71	17.033	5.53	0.001	115.362
13.27083	11429	30	30	5.988648	29.65625	0.001	0.001	59.88648	0.001	14.533	16.091	5.464	0.001	114.708
13.28125	11457	30	30	7.146084	34.24807	0.001	0.001	71.46084	0.001	14.401	15.975	5.414	0.001	113.632
13.29167	11826	30	30	8.000567	37.93544	0.001	0.001	80.00567	0.001	14.392	16.363	5.41	0.001	113.164
13.30208	12021	30	30	9.490087	43.39692	0.001	0.001	94.90087	0.001	14.431	16.618	5.425	0.001	113.258
13.3125	11488	30	30	10.57761	46.61468	0.001	0.001	105.7761	0.001	14.312	15.909	5.381	0.001	112.9
13.32292	11613	30	30	11.52104	49.24802	0.001	0.001	115.2104	0.001	14.254	15.978	5.359	0.001	112.309
13.33333	11632	30	30	12.0011	49.99941	0.001	0.001	120.011	0.001	14.21	15.95	5.342	0.001	111.943
13.34375	11482	30	30	11.89701	49.24802	0.001	0.001	118.9701	0.001	14.132	15.703	5.313	0.001	111.484
13.35417	12270	30	30	11.21109	45.74154	0.001	0.001	112.1109	0.001	14.281	16.713	5.369	0.001	111.821
13.36458	11978	30	30	10.24553	40.85751	0.001	0.001	102.4553	0.001	14.316	16.44	5.382	0.001	112.403
13.375	11889	30	30	9.481154	39.03469	0.001	0.001	94.81153	0.001	14.322	16.351	5.384	0.001	112.55
13.38542	13692	30	30	8.837961	36.8501	0.001	0.001	88.37961	0.001	14.824	18.929	5.573	0.001	114.488
13.39583	18050	30	30	8.12874	34.24807	0.001	0.001	81.2874	0.001	16.422	26.337	6.174	0.001	121.462
13.40625	18506	30	30	7.57721	32.16088	0.001	0.001	75.7721	0.001	17.866	29.263	6.717	0.001	131.53
13.41667	19118	30	30	7.037332	30.77985	0.001	0.001	70.37332	0.001	19.302	32.501	7.256	0.001	141.214
13.42708	20560	30	30	6.827595	29.79539	0.001	0.001	68.27595	0.001	21.001	37.633	7.895	0.001	151.375
13.4375	21862	30	30	6.703307	29.23881	0.001	0.001	67.03307	0.001	22.882	43.24	8.602	0.001	162.702
13.44792	23227	30	30	6.676507	28.52221	0.001	0.001	66.76507	0.001	24.939	49.679	9.375	0.001	174.77
13.45833	23379	30	30	6.707967	27.95867	0.001	0.001	67.07967	0.001	26.729	53.55	10.049	0.001	187.012
13.46875	23258	30	30	6.808952	28.12564	0.001	0.001	68.08952	0.001	28.201	56.242	10.602	0.001	197.566
13.47917	23272	30	30	6.872261	27.55166	0.001	0.001	68.72261	0.001	29.441	58.747	11.068	0.001	206.225
13.48958	23155	30	30	6.831479	27.4647	0.001	0.001	68.31479	0.001	30.431	60.456	11.44	0.001	213.422
13.5	22701	30	30	6.516874	26.45589	0.001	0.001	65.16874	0.001	31.089	60.705	11.688	0.001	219.1
13.51042	20461	30	30	6.164516	26.1776	0.001	0.001	61.64516	0.001	30.839	55.035	11.594	0.001	222.516
13.52083	19774	30	30	5.976219	26.28891	0.001	0.001	59.76219	0.001	30.483	52.829	11.46	0.001	221.516
13.53125	19390	30	30	5.894655	26.78984	0.001	0.001	58.94655	0.001	30.111	51.317	11.32	0.001	219.685
13.54167	19166	30	30	5.938933	27.29076	0.001	0.001	59.38933	0.001	29.762	50.223	11.189	0.001	217.635
13.55208	18973	30	30	6.021274	27.12379	0.001	0.001	60.21274	0.001	29.427	49.23	11.063	0.001	215.61
13.5625	18003	30	30	6.242663	27.42295	0.001	0.001	62.42662	0.001	28.814	46.11	10.832	0.001	213.217
13.57292	19264	30	30	6.586786	28.33436	0.001	0.001	65.86786	0.001	28.814	48.835	10.832	0.001	210.492
13.58333	18789	30	30	6.561928	28.2787	0.001	0.001	65.61928	0.001	28.598	47.45	10.751	0.001	209.936
13.59375	18332	30	30	6.400353	27.7082	0.001	0.001	64.00353	0.001	28.262	45.923	10.625	0.001	208.432
13.60416	17713	30	30	5.954469	26.68548	0.001	0.001	59.54469	0.001	27.781	43.853	10.444	0.001	206.178
13.61458	17500	30	30	5.834064	26.57068	0.001	0.001	58.34064	0.001	27.338	42.717	10.278	0.001	203.328
13.625	17495	30	30	5.733857	26.62286	0.001	0.001	57.33857	0.001	26.986	42.156	10.145	0.001	200.716
13.63541	17134	30	30	5.86902	27.4647	0.001	0.001	58.6902	0.001	26.568	40.783	9.988	0.001	198.327
13.64583	17273	30	30	6.046908	28.33436	0.001	0.001	60.46908	0.001	26.281	40.618	9.88	0.001	195.914
13.65625	16898	30	30	6.325004	29.26664	0.001	0.001	63.25004	0.001	25.906	39.309	9.739	0.001	193.848
13.66666	16692	30	30	6.237225	30.63027	0.001	0.001	62.37225	0.001	25.532	38.346	9.599	0.001	191.442
13.67708	16445	30	30	6.221689	30.58853	0.001	0.001	62.21689	0.001	25.143	37.295	9.452	0.001	188.989
13.6875	16037	30	30	6.201492	28.16043	0.001	0.001	62.01492	0.001	24.688	35.866	9.281	0.001	186.325
13.69791	15806	30	30	6.641162	29.79539	0.001	0.001	66.41162	0.001	24.246	34.805	9.115	0.001	183.411
13.70833	15565	30	30	6.718843	29.82322	0.001	0.001	67.18843	0.001	23.808	33.745	8.95	0.001	180.525
13.71875	15456	30	30	6.847015	30.30328	0.001	0.001	68.47015	0.001	23.415	32.996	8.803	0.001	177.741
13.72916	15402	30	30	7.188808	32.13305	0.001	0.001	71.88808	0.001	23.073	32.422	8.674	0.001	175.237
13.73958	15915	30	30	7.564393	33.77149	0.001	0.001	75.64392	0.001	22.957	33.142	8.63	0.001	173.469
13.75	17883	30	30	7.744222	34.30373	0.001	0.001	77.44222	0.001	23.483	37.367	8.828	0.001	173.977
13.76041	17370	30	30	8.008335	35.63953	0.001	0.001	80.08335	0.001	23.678	36.767	8.902	0.001	176.338
13.77083	17735	30	30	8.260408	36.06393	0.001	0.001	82.60408	0.001	23.958	37.857	9.007	0.001	177.767
13.78125	17121	30	30	8.383531	35.93174	0.001	0.001	83.83531	0.001	23.98	36.788	9.015	0.001	179.034
13.79166	16355	30	30	8.421983	35.45168	0.001	0.001	84.21983	0.001	23.767	35.096	8.935	0.001	178.81
13.80208	14962	30	30	8.3377	35.69519	0.001	0.001	83.377	0.001	23.164	31.784	8.708	0.001	176.688
13.8125	15477	30	30	8.199584	35.62561	0.001	0.001	81.99584	0.001	22.892	32.296	8.606	0.001	173.731
13.82291	17623	30	30	8.014161	35.37863	0.001	0.001	80.14161	0.001	23.371	36.732	8.786	0.001	173.607
13.83333	18411	30	30	7.775295	34.9438	0.001	0.001	77.75294	0.001	23.955	39.067	9.006	0.001	176.528
13.84375	18356	30	30	7.562451	34.14371	0.001	0.001	75.6245	0.001	24.378	39.655	9.165	0.001	179.745
13.85416	19395	30	30	7.187255	32.70355	0.001	0.001	71.87255	0.001	25.068	42.733	9.424	0.001	182.882
13.86458	17352	30	30	6.945669	31.46515	0.001	0.001	69.45669	0.001	24.932	38.68	9.373	0.001	185.71
13.875	16060	30	30	6.749915	30.68245	0.001	0.001	67.49915	0.001	24.449	35.561	9.191	0.001	184.479
13.88541	17152	30	30	6.363455	30.24762	0.001	0.001	63.63455	0.001	24.484	37.616	9.204	0.001	182.736
13.89583	20304	30	30	6.167313	30.21283	0.001	0.001	61.67313	0.001	25.552	45.299	9.606	0.001	184.67
13.90625	18926	30	30	6.171973	31.04771	0.001	0.001	61.71973	0.001	25.865	43.181	9.724	0.001	189.604
13.91666	18740	30	30	6.216018	31.67387	0.001	0.001	62.16018	0.001	26.08	43.177	9.805	0.001	191.546
13.92708	18997	30	30	6.457526	33.15925	0.001	0.001	64.57526	0.001	26.362	44.151	9.91	0.001	193.106
13.9375	17359	30	30	6.784871	35.11773	0.001	0.001	67.84871	0.001	26.032	40.4	9.786	0.001	193.886
13.94791	20544	30	30	7.214054	37.86587	0.001	0.001	72.14054	0.001	26.914	48.198	10.118	0.001	194.031
13.95833	19796	30	30	7.247069	37.86587	0.001	0.001	72.47069	0.001	27.291	47.341	10.26	0.001	198.277
13.96875	19265	30	30	6.97643	36.8501	0.001	0.001	69.7643	0.001	27.422	46.476	10.309	0.001	200.32
13.97916	18862	30	30	6.749915	36.47441	0.001	0.001	67.49915	0.001	27.412	45.632	10.305	0.001	201.079
13.98958	18409	30	30	6.283833	34.38721	0.001	0.001	62.83833	0.001	27.27	44.469	10.252	0.001	200.958
14	21477	30	30	6.246547	34.67942	0.001	0.001	62.46546	0.001	31.425	58.476	11.814	0.001	224.352
